Class,Course,Term Name,Class Ave,Class Ave,Credits,
ANAT365-202109,ANAT365,F2021,B,3.00,3.00,#REF!
ANAT365-202209,ANAT365,F2022,B-,2.70,3.00,#REF!
ANAT365-202309,ANAT365,F2023,B,3.00,3.00,#REF!
ANAT381-201809,ANAT381,F2018,B+,3.30,3.00,#REF!
ANAT381-201909,ANAT381,F2019,B,3.00,3.00,#REF!
ANAT381-202009,ANAT381,F2020,A-,3.70,3.00,#REF!
ANAT381-202109,ANAT381,F2021,B,3.00,3.00,#REF!
ANAT381-202209,ANAT381,F2022,B,3.00,3.00,#REF!
ANAT381-202309,ANAT381,F2023,B,3.00,3.00,#REF!
ANAT381-202409,ANAT381,F2024,B,3.00,3.00,#REF!
ANAT416-201601,ANAT416,W2016,A-,3.70,3.00,#REF!
ANAT416-201801,ANAT416,W2018,B+,3.30,3.00,#REF!
ANAT416-201901,ANAT416,W2019,A-,3.70,3.00,#REF!
ANAT416-202101,ANAT416,W2021,A-,3.70,3.00,#REF!
ANAT416-202201,ANAT416,W2022,A-,3.70,3.00,#REF!
ANAT416-202301,ANAT416,W2023,A-,3.70,3.00,#REF!
ANAT416-202401,ANAT416,W2024,A,4.00,3.00,#REF!
ANAT458-201701,ANAT458,W2017,B+,3.30,3.00,#REF!
ANAT514-202301,ANAT514,W2023,A,4.00,3.00,#REF!
ANAT541-201801,ANAT541,W2018,B+,3.30,3.00,#REF!
ANAT541-202101,ANAT541,W2021,A-,3.70,3.00,#REF!
ANAT541-202201,ANAT541,W2022,A-,3.70,3.00,#REF!
ANAT541-202301,ANAT541,W2023,A-,3.70,3.00,#REF!
ANAT541-202401,ANAT541,W2024,A,4.00,3.00,#REF!
ANSC234-201701,ANSC234,W2017,B,3.00,3.00,#REF!
ANSC234-201801,ANSC234,W2018,B,3.00,3.00,#REF!
ANSC234-201901,ANSC234,W2019,B,3.00,3.00,#REF!
ANSC234-202101,ANSC234,W2021,A-,3.70,3.00,#REF!
ANSC234-202201,ANSC234,W2022,A-,3.70,3.00,#REF!
ANSC234-202301,ANSC234,W2023,B,3.00,3.00,#REF!
ANSC234-202401,ANSC234,W2024,A-,3.70,3.00,#REF!
ANSC250-201609,ANSC250,F2016,B+,3.30,3.00,#REF!
ANSC250-201709,ANSC250,F2017,B+,3.30,3.00,#REF!
ANSC250-201809,ANSC250,F2018,A-,3.70,3.00,#REF!
ANSC250-201909,ANSC250,F2019,B+,3.30,3.00,#REF!
ANSC250-202009,ANSC250,F2020,B+,3.30,3.00,#REF!
ANSC250-202109,ANSC250,F2021,B+,3.30,3.00,#REF!
ANSC250-202409,ANSC250,F2024,B+,3.30,3.00,#REF!
ANSC312-201701,ANSC312,W2017,B+,3.30,3.00,#REF!
ANSC312-201901,ANSC312,W2019,B+,3.30,3.00,#REF!
ANSC323-201609,ANSC323,F2016,B+,3.30,3.00,#REF!
ANSC323-201709,ANSC323,F2017,B+,3.30,3.00,#REF!
ANSC323-201809,ANSC323,F2018,B+,3.30,3.00,#REF!
ANSC323-201909,ANSC323,F2019,B,3.00,3.00,#REF!
ANSC323-202009,ANSC323,F2020,A-,3.70,3.00,#REF!
ANSC323-202209,ANSC323,F2022,B+,3.30,3.00,#REF!
ANSC323-202309,ANSC323,F2023,B,3.00,3.00,#REF!
ANSC323-202409,ANSC323,F2024,B,3.00,3.00,#REF!
ANSC350-201701,ANSC350,W2017,A-,3.70,3.00,#REF!
ANSC350-201801,ANSC350,W2018,A-,3.70,3.00,#REF!
ANSC350-202401,ANSC350,W2024,B+,3.30,3.00,#REF!
ANSC400-201801,ANSC400,W2018,B+,3.30,3.00,#REF!
ANSC400-201901,ANSC400,W2019,A-,3.70,3.00,#REF!
ANSC400-202201,ANSC400,W2022,B+,3.30,3.00,#REF!
ANSC400-202401,ANSC400,W2024,A,4.00,3.00,#REF!
ANSC420-201709,ANSC420,F2017,A-,3.70,3.00,#REF!
ANSC420-201809,ANSC420,F2018,B+,3.30,3.00,#REF!
ANSC420-202309,ANSC420,F2023,B+,3.30,3.00,#REF!
ANSC420-202409,ANSC420,F2024,A,4.00,3.00,#REF!
ANSC424-201701,ANSC424,W2017,B+,3.30,3.00,#REF!
ANSC424-201801,ANSC424,W2018,B+,3.30,3.00,#REF!
ANSC424-201901,ANSC424,W2019,B+,3.30,3.00,#REF!
ANSC424-202101,ANSC424,W2021,A,4.00,3.00,#REF!
ANSC424-202301,ANSC424,W2023,B+,3.30,3.00,#REF!
ANSC560-201809,ANSC560,F2018,A-,3.70,3.00,#REF!
ANTH201-201509,ANTH201,F2015,B+,3.30,3.00,#REF!
ANTH201-201701,ANTH201,W2017,B+,3.30,3.00,#REF!
ANTH201-201705,ANTH201,S2017,A-,3.70,3.00,#REF!
ANTH201-201801,ANTH201,W2018,B+,3.30,3.00,#REF!
ANTH201-201805,ANTH201,S2018,A-,3.70,3.00,#REF!
ANTH201-201901,ANTH201,W2019,A-,3.70,3.00,#REF!
ANTH201-201905,ANTH201,S2019,A-,3.70,3.00,#REF!
ANTH201-202005,ANTH201,S2020,A-,3.70,3.00,#REF!
ANTH201-202101,ANTH201,W2021,A-,3.70,3.00,#REF!
ANTH201-202105,ANTH201,S2021,A-,3.70,3.00,#REF!
ANTH201-202201,ANTH201,W2022,A-,3.70,3.00,#REF!
ANTH201-202209,ANTH201,F2022,A-,3.70,3.00,#REF!
ANTH201-202309,ANTH201,F2023,A-,3.70,3.00,#REF!
ANTH201-202409,ANTH201,F2024,A-,3.70,3.00,#REF!
ANTH202-201209,ANTH202,F2012,B+,3.30,3.00,#REF!
ANTH202-201309,ANTH202,F2013,B+,3.30,3.00,#REF!
ANTH202-201409,ANTH202,F2014,B+,3.30,3.00,#REF!
ANTH202-201509,ANTH202,F2015,B+,3.30,3.00,#REF!
ANTH202-201609,ANTH202,F2016,B+,3.30,3.00,#REF!
ANTH202-201705,ANTH202,S2017,B+,3.30,3.00,#REF!
ANTH202-201709,ANTH202,F2017,B+,3.30,3.00,#REF!
ANTH202-201809,ANTH202,F2018,B+,3.30,3.00,#REF!
ANTH202-201905,ANTH202,S2019,A-,3.70,3.00,#REF!
ANTH202-201909,ANTH202,F2019,B+,3.30,3.00,#REF!
ANTH202-202009,ANTH202,F2020,A-,3.70,3.00,#REF!
ANTH202-202109,ANTH202,F2021,A-,3.70,3.00,#REF!
ANTH202-202209,ANTH202,F2022,B+,3.30,3.00,#REF!
ANTH202-202401,ANTH202,W2024,A-,3.70,3.00,#REF!
ANTH202-202405,ANTH202,S2024,A,4.00,3.00,#REF!
ANTH202-202409,ANTH202,F2024,A-,3.70,3.00,#REF!
ANTH203-201601,ANTH203,W2016,B,3.00,3.00,#REF!
ANTH203-201609,ANTH203,F2016,B+,3.30,3.00,#REF!
ANTH203-201709,ANTH203,F2017,B,3.00,3.00,#REF!
ANTH203-201901,ANTH203,W2019,B+,3.30,3.00,#REF!
ANTH204-201201,ANTH204,W2012,C+,2.30,3.00,#REF!
ANTH204-201701,ANTH204,W2017,B,3.00,3.00,#REF!
ANTH204-201801,ANTH204,W2018,A-,3.70,3.00,#REF!
ANTH204-201901,ANTH204,W2019,B+,3.30,3.00,#REF!
ANTH204-202101,ANTH204,W2021,A-,3.70,3.00,#REF!
ANTH204-202201,ANTH204,W2022,A-,3.70,3.00,#REF!
ANTH206-201509,ANTH206,F2015,B,3.00,3.00,#REF!
ANTH206-201609,ANTH206,F2016,B,3.00,3.00,#REF!
ANTH206-201709,ANTH206,F2017,B,3.00,3.00,#REF!
ANTH206-201809,ANTH206,F2018,B+,3.30,3.00,#REF!
ANTH206-201909,ANTH206,F2019,A-,3.70,3.00,#REF!
ANTH206-202009,ANTH206,F2020,A-,3.70,3.00,#REF!
ANTH206-202109,ANTH206,F2021,A-,3.70,3.00,#REF!
ANTH206-202209,ANTH206,F2022,A-,3.70,3.00,#REF!
ANTH206-202401,ANTH206,W2024,A-,3.70,3.00,#REF!
ANTH207-202205,ANTH207,S2022,A-,3.70,3.00,#REF!
ANTH207-202309,ANTH207,F2023,A-,3.70,3.00,#REF!
ANTH209-201501,ANTH209,W2015,B+,3.30,3.00,#REF!
ANTH209-201601,ANTH209,W2016,B-,2.70,3.00,#REF!
ANTH209-201701,ANTH209,W2017,B,3.00,3.00,#REF!
ANTH209-201801,ANTH209,W2018,B,3.00,3.00,#REF!
ANTH209-201901,ANTH209,W2019,A-,3.70,3.00,#REF!
ANTH209-202101,ANTH209,W2021,B+,3.30,3.00,#REF!
ANTH209-202201,ANTH209,W2022,A-,3.70,3.00,#REF!
ANTH209-202205,ANTH209,S2022,A-,3.70,3.00,#REF!
ANTH209-202301,ANTH209,W2023,B+,3.30,3.00,#REF!
ANTH209-202401,ANTH209,W2024,B+,3.30,3.00,#REF!
ANTH210-201301,ANTH210,W2013,B,3.00,3.00,#REF!
ANTH210-201501,ANTH210,W2015,B,3.00,3.00,#REF!
ANTH210-201601,ANTH210,W2016,B,3.00,3.00,#REF!
ANTH210-201609,ANTH210,F2016,B+,3.30,3.00,#REF!
ANTH210-201709,ANTH210,F2017,B+,3.30,3.00,#REF!
ANTH210-201809,ANTH210,F2018,B+,3.30,3.00,#REF!
ANTH210-201909,ANTH210,F2019,A-,3.70,3.00,#REF!
ANTH210-202009,ANTH210,F2020,A-,3.70,3.00,#REF!
ANTH210-202109,ANTH210,F2021,A-,3.70,3.00,#REF!
ANTH210-202301,ANTH210,W2023,B+,3.30,3.00,#REF!
ANTH210-202401,ANTH210,W2024,B+,3.30,3.00,#REF!
ANTH212-201601,ANTH212,W2016,B+,3.30,3.00,#REF!
ANTH212-201605,ANTH212,S2016,B,3.00,3.00,#REF!
ANTH212-201801,ANTH212,W2018,B+,3.30,3.00,#REF!
ANTH212-201805,ANTH212,S2018,A-,3.70,3.00,#REF!
ANTH212-201901,ANTH212,W2019,A-,3.70,3.00,#REF!
ANTH212-201905,ANTH212,S2019,A-,3.70,3.00,#REF!
ANTH212-202005,ANTH212,S2020,A,4.00,3.00,#REF!
ANTH212-202101,ANTH212,W2021,A,4.00,3.00,#REF!
ANTH212-202105,ANTH212,S2021,B+,3.30,3.00,#REF!
ANTH212-202201,ANTH212,W2022,A-,3.70,3.00,#REF!
ANTH212-202301,ANTH212,W2023,A-,3.70,3.00,#REF!
ANTH212-202309,ANTH212,F2023,B,3.00,3.00,#REF!
ANTH213-202401,ANTH213,W2024,A-,3.70,3.00,#REF!
ANTH213-202409,ANTH213,F2024,A-,3.70,3.00,#REF!
ANTH214-202301,ANTH214,W2023,A-,3.70,3.00,#REF!
ANTH222-201201,ANTH222,W2012,B+,3.30,3.00,#REF!
ANTH222-201501,ANTH222,W2015,B,3.00,3.00,#REF!
ANTH222-201601,ANTH222,W2016,B,3.00,3.00,#REF!
ANTH222-201701,ANTH222,W2017,B,3.00,3.00,#REF!
ANTH222-201801,ANTH222,W2018,B,3.00,3.00,#REF!
ANTH222-201809,ANTH222,F2018,A-,3.70,3.00,#REF!
ANTH222-202101,ANTH222,W2021,B+,3.30,3.00,#REF!
ANTH222-202201,ANTH222,W2022,B+,3.30,3.00,#REF!
ANTH222-202401,ANTH222,W2024,B+,3.30,3.00,#REF!
ANTH227-201509,ANTH227,F2015,B,3.00,3.00,#REF!
ANTH227-201609,ANTH227,F2016,A-,3.70,3.00,#REF!
ANTH227-201709,ANTH227,F2017,B+,3.30,3.00,#REF!
ANTH227-201805,ANTH227,S2018,A-,3.70,3.00,#REF!
ANTH227-201809,ANTH227,F2018,A,4.00,3.00,#REF!
ANTH227-201905,ANTH227,S2019,B+,3.30,3.00,#REF!
ANTH227-201909,ANTH227,F2019,B+,3.30,3.00,#REF!
ANTH227-202005,ANTH227,S2020,A-,3.70,3.00,#REF!
ANTH227-202009,ANTH227,F2020,B+,3.30,3.00,#REF!
ANTH227-202105,ANTH227,S2021,A-,3.70,3.00,#REF!
ANTH227-202109,ANTH227,F2021,B+,3.30,3.00,#REF!
ANTH227-202205,ANTH227,S2022,B+,3.30,3.00,#REF!
ANTH227-202209,ANTH227,F2022,A-,3.70,3.00,#REF!
ANTH227-202305,ANTH227,S2023,B+,3.30,3.00,#REF!
ANTH227-202309,ANTH227,F2023,A-,3.70,3.00,#REF!
ANTH227-202405,ANTH227,S2024,A-,3.70,3.00,#REF!
ANTH227-202409,ANTH227,F2024,A-,3.70,3.00,#REF!
ANTH301-201609,ANTH301,F2016,B+,3.30,3.00,#REF!
ANTH302-201801,ANTH302,W2018,A-,3.70,3.00,#REF!
ANTH302-201901,ANTH302,W2019,A,4.00,3.00,#REF!
ANTH302-202101,ANTH302,W2021,A-,3.70,3.00,#REF!
ANTH302-202201,ANTH302,W2022,B+,3.30,3.00,#REF!
ANTH302-202209,ANTH302,F2022,A,4.00,3.00,#REF!
ANTH302-202309,ANTH302,F2023,A-,3.70,3.00,#REF!
ANTH303-202209,ANTH303,F2022,B+,3.30,3.00,#REF!
ANTH304-202209,ANTH304,F2022,B+,3.30,3.00,#REF!
ANTH304-202309,ANTH304,F2023,A-,3.70,3.00,#REF!
ANTH307-202009,ANTH307,F2020,A,4.00,3.00,#REF!
ANTH307-202201,ANTH307,W2022,A-,3.70,3.00,#REF!
ANTH307-202309,ANTH307,F2023,A-,3.70,3.00,#REF!
ANTH308-201701,ANTH308,W2017,B,3.00,3.00,#REF!
ANTH308-201801,ANTH308,W2018,B,3.00,3.00,#REF!
ANTH308-201909,ANTH308,F2019,B+,3.30,3.00,#REF!
ANTH308-202101,ANTH308,W2021,A,4.00,3.00,#REF!
ANTH308-202109,ANTH308,F2021,B,3.00,3.00,#REF!
ANTH308-202301,ANTH308,W2023,B+,3.30,3.00,#REF!
ANTH311-201309,ANTH311,F2013,B+,3.30,3.00,#REF!
ANTH311-201609,ANTH311,F2016,B+,3.30,3.00,#REF!
ANTH311-201801,ANTH311,W2018,B+,3.30,3.00,#REF!
ANTH311-201809,ANTH311,F2018,B+,3.30,3.00,#REF!
ANTH314-202109,ANTH314,F2021,A-,3.70,3.00,#REF!
ANTH314-202301,ANTH314,W2023,A,4.00,3.00,#REF!
ANTH314-202401,ANTH314,W2024,A-,3.70,3.00,#REF!
ANTH314-202409,ANTH314,F2024,A-,3.70,3.00,#REF!
ANTH318-202101,ANTH318,W2021,B+,3.30,3.00,#REF!
ANTH318-202209,ANTH318,F2022,A-,3.70,3.00,#REF!
ANTH318-202309,ANTH318,F2023,B+,3.30,3.00,#REF!
ANTH319-201901,ANTH319,W2019,B+,3.30,3.00,#REF!
ANTH319-202209,ANTH319,F2022,A-,3.70,3.00,#REF!
ANTH319-202409,ANTH319,F2024,B+,3.30,3.00,#REF!
ANTH322-201509,ANTH322,F2015,B+,3.30,3.00,#REF!
ANTH322-201709,ANTH322,F2017,B+,3.30,3.00,#REF!
ANTH322-201809,ANTH322,F2018,B+,3.30,3.00,#REF!
ANTH322-201909,ANTH322,F2019,A-,3.70,3.00,#REF!
ANTH322-202009,ANTH322,F2020,A-,3.70,3.00,#REF!
ANTH322-202301,ANTH322,W2023,A-,3.70,3.00,#REF!
ANTH325-201805,ANTH325,S2018,A-,3.70,3.00,#REF!
ANTH325-201901,ANTH325,W2019,A-,3.70,3.00,#REF!
ANTH325-201909,ANTH325,F2019,A-,3.70,3.00,#REF!
ANTH326-201705,ANTH326,S2017,A-,3.70,3.00,#REF!
ANTH326-201709,ANTH326,F2017,B+,3.30,3.00,#REF!
ANTH326-201809,ANTH326,F2018,B+,3.30,3.00,#REF!
ANTH326-201909,ANTH326,F2019,A-,3.70,3.00,#REF!
ANTH326-202301,ANTH326,W2023,A-,3.70,3.00,#REF!
ANTH326-202401,ANTH326,W2024,B+,3.30,3.00,#REF!
ANTH327-201709,ANTH327,F2017,B+,3.30,3.00,#REF!
ANTH327-202301,ANTH327,W2023,A-,3.70,3.00,#REF!
ANTH327-202401,ANTH327,W2024,A-,3.70,3.00,#REF!
ANTH327-202409,ANTH327,F2024,A-,3.70,3.00,#REF!
ANTH331-202101,ANTH331,W2021,A-,3.70,3.00,#REF!
ANTH332-201809,ANTH332,F2018,A-,3.70,3.00,#REF!
ANTH332-202009,ANTH332,F2020,A-,3.70,3.00,#REF!
ANTH332-202301,ANTH332,W2023,A-,3.70,3.00,#REF!
ANTH338-202401,ANTH338,W2024,A-,3.70,3.00,#REF!
ANTH339-201301,ANTH339,W2013,B+,3.30,3.00,#REF!
ANTH339-201601,ANTH339,W2016,B+,3.30,3.00,#REF!
ANTH339-201701,ANTH339,W2017,B,3.00,3.00,#REF!
ANTH339-201801,ANTH339,W2018,B+,3.30,3.00,#REF!
ANTH339-201901,ANTH339,W2019,B,3.00,3.00,#REF!
ANTH339-202101,ANTH339,W2021,A-,3.70,3.00,#REF!
ANTH339-202201,ANTH339,W2022,B+,3.30,3.00,#REF!
ANTH339-202301,ANTH339,W2023,B+,3.30,3.00,#REF!
ANTH339-202401,ANTH339,W2024,B+,3.30,3.00,#REF!
ANTH343-201501,ANTH343,W2015,B+,3.30,3.00,#REF!
ANTH343-201701,ANTH343,W2017,B+,3.30,3.00,#REF!
ANTH343-201809,ANTH343,F2018,B+,3.30,3.00,#REF!
ANTH343-202301,ANTH343,W2023,B+,3.30,3.00,#REF!
ANTH343-202309,ANTH343,F2023,B+,3.30,3.00,#REF!
ANTH343-202405,ANTH343,S2024,B+,3.30,3.00,#REF!
ANTH352-201609,ANTH352,F2016,A-,3.70,3.00,#REF!
ANTH352-201709,ANTH352,F2017,B+,3.30,3.00,#REF!
ANTH352-201809,ANTH352,F2018,B+,3.30,3.00,#REF!
ANTH352-201909,ANTH352,F2019,A-,3.70,3.00,#REF!
ANTH352-202009,ANTH352,F2020,A-,3.70,3.00,#REF!
ANTH352-202109,ANTH352,F2021,B+,3.30,3.00,#REF!
ANTH352-202209,ANTH352,F2022,A-,3.70,3.00,#REF!
ANTH352-202309,ANTH352,F2023,B+,3.30,3.00,#REF!
ANTH355-201801,ANTH355,W2018,B+,3.30,3.00,#REF!
ANTH355-201805,ANTH355,S2018,B+,3.30,3.00,#REF!
ANTH355-202301,ANTH355,W2023,A-,3.70,3.00,#REF!
ANTH355-202401,ANTH355,W2024,A-,3.70,3.00,#REF!
ANTH357-201809,ANTH357,F2018,A-,3.70,3.00,#REF!
ANTH357-201909,ANTH357,F2019,A-,3.70,3.00,#REF!
ANTH357-202409,ANTH357,F2024,A-,3.70,3.00,#REF!
ANTH358-201709,ANTH358,F2017,A-,3.70,3.00,#REF!
ANTH358-202101,ANTH358,W2021,B+,3.30,3.00,#REF!
ANTH358-202201,ANTH358,W2022,A-,3.70,3.00,#REF!
ANTH358-202209,ANTH358,F2022,A,4.00,3.00,#REF!
ANTH358-202309,ANTH358,F2023,A,4.00,3.00,#REF!
ANTH359-201901,ANTH359,W2019,B+,3.30,3.00,#REF!
ANTH359-202201,ANTH359,W2022,A-,3.70,3.00,#REF!
ANTH359-202301,ANTH359,W2023,B+,3.30,3.00,#REF!
ANTH359-202501,ANTH359,W2025,A-,3.70,3.00,#REF!
ANTH361-201909,ANTH361,F2019,A-,3.70,3.00,#REF!
ANTH370-202209,ANTH370,F2022,A-,3.70,3.00,#REF!
ANTH380-201709,ANTH380,F2017,A,4.00,3.00,#REF!
ANTH380-202305,ANTH380,S2023,A-,3.70,3.00,#REF!
ANTH381-202301,ANTH381,W2023,A-,3.70,3.00,#REF!
ANTH385-202309,ANTH385,F2023,A-,3.70,3.00,#REF!
ANTH423-202201,ANTH423,W2022,A,4.00,3.00,#REF!
ANTH440-202109,ANTH440,F2021,A-,3.70,3.00,#REF!
ARCH201-201709,ARCH201,F2017,A-,3.70,6.00,#REF!
ARCH201-201809,ARCH201,F2018,A-,3.70,6.00,#REF!
ARCH201-201909,ARCH201,F2019,A-,3.70,6.00,#REF!
ARCH201-202009,ARCH201,F2020,A-,3.70,6.00,#REF!
ARCH201-202109,ARCH201,F2021,A-,3.70,6.00,#REF!
ARCH201-202209,ARCH201,F2022,A-,3.70,6.00,#REF!
ARCH202-201801,ARCH202,W2018,A-,3.70,6.00,#REF!
ARCH202-201901,ARCH202,W2019,A-,3.70,6.00,#REF!
ARCH202-202201,ARCH202,W2022,A-,3.70,6.00,#REF!
ARCH202-202301,ARCH202,W2023,A,4.00,6.00,#REF!
ARCH221-201709,ARCH221,F2017,A-,3.70,2.00,#REF!
ARCH221-201809,ARCH221,F2018,A-,3.70,2.00,#REF!
ARCH221-201909,ARCH221,F2019,A-,3.70,2.00,#REF!
ARCH221-202009,ARCH221,F2020,A-,3.70,2.00,#REF!
ARCH221-202109,ARCH221,F2021,A-,3.70,2.00,#REF!
ARCH221-202209,ARCH221,F2022,A-,3.70,2.00,#REF!
ARCH240-201801,ARCH240,W2018,A-,3.70,3.00,#REF!
ARCH240-201901,ARCH240,W2019,A-,3.70,3.00,#REF!
ARCH240-202009,ARCH240,F2020,A,4.00,3.00,#REF!
ARCH240-202109,ARCH240,F2021,A-,3.70,3.00,#REF!
ARCH241-201709,ARCH241,F2017,A-,3.70,3.00,#REF!
ARCH241-201809,ARCH241,F2018,A-,3.70,3.00,#REF!
ARCH241-201909,ARCH241,F2019,A-,3.70,3.00,#REF!
ARCH241-202209,ARCH241,F2022,B+,3.30,3.00,#REF!
ARCH241-202301,ARCH241,W2023,B+,3.30,3.00,#REF!
ARCH250-201709,ARCH250,F2017,A-,3.70,3.00,#REF!
ARCH250-201909,ARCH250,F2019,A-,3.70,3.00,#REF!
ARCH250-202009,ARCH250,F2020,A-,3.70,3.00,#REF!
ARCH250-202109,ARCH250,F2021,A-,3.70,3.00,#REF!
ARCH250-202309,ARCH250,F2023,A-,3.70,3.00,#REF!
ARCH251-201801,ARCH251,W2018,B+,3.30,3.00,#REF!
ARCH251-201901,ARCH251,W2019,B+,3.30,3.00,#REF!
ARCH251-202101,ARCH251,W2021,A-,3.70,3.00,#REF!
ARCH251-202201,ARCH251,W2022,B+,3.30,3.00,#REF!
ARCH251-202301,ARCH251,W2023,A-,3.70,3.00,#REF!
ARCH303-202209,ARCH303,F2022,A-,3.70,6.00,#REF!
ARCH303-202309,ARCH303,F2023,A-,3.70,6.00,#REF!
ARCH304-202301,ARCH304,W2023,A-,3.70,6.00,#REF!
ARCH325-202209,ARCH325,F2022,A-,3.70,2.00,#REF!
ARCH325-202309,ARCH325,F2023,A-,3.70,2.00,#REF!
ARCH342-202209,ARCH342,F2022,A-,3.70,3.00,#REF!
ARCH342-202301,ARCH342,W2023,A-,3.70,3.00,#REF!
ARCH354-202109,ARCH354,F2021,B+,3.30,3.00,#REF!
ARCH354-202309,ARCH354,F2023,A-,3.70,3.00,#REF!
ARCH355-202301,ARCH355,W2023,A-,3.70,3.00,#REF!
ARCH375-202309,ARCH375,F2023,A-,3.70,3.00,#REF!
ARCH377-201909,ARCH377,F2019,A,4.00,3.00,#REF!
ARCH377-202209,ARCH377,F2022,A,4.00,3.00,#REF!
ARCH377-202309,ARCH377,F2023,A,4.00,3.00,#REF!
ARCH378-202101,ARCH378,W2021,A,4.00,3.00,#REF!
ARCH378-202201,ARCH378,W2022,A-,3.70,3.00,#REF!
ARCH378-202209,ARCH378,F2022,A,4.00,3.00,#REF!
ARCH378-202309,ARCH378,F2023,A,4.00,3.00,#REF!
ARCH378-202409,ARCH378,F2024,A,4.00,3.00,#REF!
ARCH405-202309,ARCH405,F2023,A,4.00,6.00,#REF!
ARCH406-202401,ARCH406,W2024,A,4.00,6.00,#REF!
ARCH445-202301,ARCH445,W2023,B+,3.30,3.00,#REF!
ARCH445-202309,ARCH445,F2023,A,4.00,3.00,#REF!
ARCH447-202209,ARCH447,F2022,A-,3.70,3.00,#REF!
ARCH447-202309,ARCH447,F2023,A,4.00,3.00,#REF!
ARCH451-202401,ARCH451,W2024,A,4.00,3.00,#REF!
ARCH512-202209,ARCH512,F2022,A,4.00,3.00,#REF!
ARCH512-202309,ARCH512,F2023,A,4.00,3.00,#REF!
ARCH517-201709,ARCH517,F2017,A-,3.70,3.00,#REF!
ARCH517-201909,ARCH517,F2019,A,4.00,3.00,#REF!
ARCH517-202109,ARCH517,F2021,A,4.00,3.00,#REF!
ARCH517-202209,ARCH517,F2022,A-,3.70,3.00,#REF!
ARCH528-201701,ARCH528,W2017,A-,3.70,3.00,#REF!
ARCH528-202101,ARCH528,W2021,A-,3.70,3.00,#REF!
ARCH528-202201,ARCH528,W2022,A-,3.70,3.00,#REF!
ARCH528-202409,ARCH528,F2024,A-,3.70,3.00,#REF!
ARCH551-202401,ARCH551,W2024,A-,3.70,3.00,#REF!
ARTH200-201705,ARTH200,S2017,A-,3.70,3.00,#REF!
ARTH200-201801,ARTH200,W2018,B,3.00,3.00,#REF!
ARTH200-201805,ARTH200,S2018,B+,3.30,3.00,#REF!
ARTH200-202101,ARTH200,W2021,A-,3.70,3.00,#REF!
ARTH200-202105,ARTH200,S2021,A-,3.70,3.00,#REF!
ARTH200-202305,ARTH200,S2023,A-,3.70,3.00,#REF!
ARTH200-202405,ARTH200,S2024,A-,3.70,3.00,#REF!
ARTH202-201701,ARTH202,W2017,A-,3.70,3.00,#REF!
ARTH202-201801,ARTH202,W2018,A-,3.70,3.00,#REF!
ARTH202-202005,ARTH202,S2020,A-,3.70,3.00,#REF!
ARTH202-202105,ARTH202,S2021,A-,3.70,3.00,#REF!
ARTH202-202109,ARTH202,F2021,A,4.00,3.00,#REF!
ARTH202-202205,ARTH202,S2022,A-,3.70,3.00,#REF!
ARTH202-202301,ARTH202,W2023,B+,3.30,3.00,#REF!
ARTH202-202305,ARTH202,S2023,A-,3.70,3.00,#REF!
ARTH202-202309,ARTH202,F2023,A-,3.70,3.00,#REF!
ARTH204-201609,ARTH204,F2016,B+,3.30,3.00,#REF!
ARTH204-201909,ARTH204,F2019,A-,3.70,3.00,#REF!
ARTH204-202201,ARTH204,W2022,A-,3.70,3.00,#REF!
ARTH204-202401,ARTH204,W2024,B+,3.30,3.00,#REF!
ARTH205-201501,ARTH205,W2015,B+,3.30,3.00,#REF!
ARTH205-201509,ARTH205,F2015,B+,3.30,3.00,#REF!
ARTH205-201609,ARTH205,F2016,B+,3.30,3.00,#REF!
ARTH205-201809,ARTH205,F2018,B+,3.30,3.00,#REF!
ARTH205-201909,ARTH205,F2019,A-,3.70,3.00,#REF!
ARTH205-202009,ARTH205,F2020,A-,3.70,3.00,#REF!
ARTH205-202109,ARTH205,F2021,B+,3.30,3.00,#REF!
ARTH205-202201,ARTH205,W2022,A-,3.70,3.00,#REF!
ARTH205-202209,ARTH205,F2022,A-,3.70,3.00,#REF!
ARTH205-202409,ARTH205,F2024,B+,3.30,3.00,#REF!
ARTH207-201509,ARTH207,F2015,B+,3.30,3.00,#REF!
ARTH207-201609,ARTH207,F2016,A-,3.70,3.00,#REF!
ARTH207-201709,ARTH207,F2017,B+,3.30,3.00,#REF!
ARTH207-201801,ARTH207,W2018,B+,3.30,3.00,#REF!
ARTH207-201809,ARTH207,F2018,B+,3.30,3.00,#REF!
ARTH207-201901,ARTH207,W2019,B+,3.30,3.00,#REF!
ARTH207-202101,ARTH207,W2021,A-,3.70,3.00,#REF!
ARTH207-202109,ARTH207,F2021,A-,3.70,3.00,#REF!
ARTH207-202301,ARTH207,W2023,A-,3.70,3.00,#REF!
ARTH207-202309,ARTH207,F2023,B+,3.30,3.00,#REF!
ARTH209-201601,ARTH209,W2016,B+,3.30,3.00,#REF!
ARTH209-202409,ARTH209,F2024,A-,3.70,3.00,#REF!
ARTH215-201601,ARTH215,W2016,B,3.00,3.00,#REF!
ARTH215-201609,ARTH215,F2016,B-,2.70,3.00,#REF!
ARTH215-202009,ARTH215,F2020,A-,3.70,3.00,#REF!
ARTH215-202209,ARTH215,F2022,B+,3.30,3.00,#REF!
ARTH215-202409,ARTH215,F2024,B+,3.30,3.00,#REF!
